iter	RMSE
130	1313.383638
131	1307.73918
132	1302.124604
133	1295.252796
134	1291.016648
135	1284.927058
136	1279.522505
137	1275.239923
138	1267.894382
139	1261.076803
140	1256.784639
141	1249.628327
142	1244.579397
143	1235.723391
144	1232.175787
145	1229.169497
146	1222.508242
147	1219.789239
148	1213.701596
149	1207.708527
150	1204.747579
151	1199.815134
152	1196.197271
153	1194.062114
154	1189.816368
155	1184.358432
156	1181.453757
157	1177.18988
158	1174.66133
159	1172.24404
160	1169.392011
161	1165.464737
162	1162.878985
163	1156.33352
164	1153.204083
165	1147.30382
166	1144.543525
167	1140.734596
168	1138.586567
169	1136.436704
170	1133.342976
171	1128.447588
172	1126.853827
173	1123.609587
174	1120.675786
175	1118.362771
176	1115.37315
177	1112.920903
178	1108.998118
179	1106.776885
180	1104.316703
181	1101.396097
182	1098.271999
183	1092.98704
184	1091.231281
185	1088.603218
186	1086.818648
187	1083.912735
188	1080.626781
189	1078.25794
190	1076.520107
191	1074.097936
192	1072.365833
193	1070.081901
194	1067.990695
195	1066.333589
196	1064.192745
197	1061.707073
198	1059.38237
199	1056.387501
200	1053.646866
201	1050.704919
202	1048.504137
203	1045.602219
204	1044.192303
205	1041.628239
206	1039.042018
207	1037.631887
208	1035.647279
209	1034.448663
210	1031.531134
211	1029.565483
212	1027.454304
213	1026.133796
214	1024.931813
215	1022.711677
216	1021.723495
217	1020.470224
218	1019.358236
219	1016.965391
220	1015.99644
221	1014.99831
222	1013.17038
223	1012.081715
224	1010.576811
225	1008.005003
226	1007.00142
227	1005.186491
228	1002.981363
229	1002.016963
230	1001.425625
231	1001.214339
232	998.9504034
233	997.6563583
234	994.6907709
235	993.0814437
236	990.9240187
237	989.4500279
238	987.5172584
239	986.0034893
240	984.7998988
241	982.5148954
242	981.230443
243	979.6493137
244	977.1739521
245	975.8391722
246	974.138048
247	972.2858407
248	971.1892195
249	969.3491653
250	968.1441162
251	967.6639379
252	967.5707628
253	967.335732
254	965.6081782
255	965.2771192
256	962.851087
257	961.6811395
258	960.4008507
259	958.5359972
260	958.3628209
261	957.5476645
262	955.8507138
263	955.1980182
264	954.5238584
265	953.8527539
266	953.2700588
267	952.6321398
268	951.3576359
269	950.745525
270	949.8630159
271	949.7113861
272	949.5406659
273	949.3751399
274	949.2339771
275	947.1078251
276	946.9715062
277	945.7654812
278	945.3084931
279	944.1351465
280	943.0236686
281	942.8938367
282	941.3518322
283	941.224451
284	940.4036816
285	939.3746738
286	938.0041277
287	936.5193328
288	935.9641899
289	933.9929773
290	932.291085
291	932.1691655
292	930.7839778
293	929.1307069
294	929.0118979
295	928.8961107
296	928.7832575
297	927.7963228
298	926.3574411
299	926.2467708
300	926.1389167
301	926.0019577
302	924.6669772
303	923.5229979
304	923.4189981
305	923.2901489
306	921.9849068
307	921.8635514
308	920.6536299
309	919.4399337
310	919.3400341
311	919.2426812
312	918.0120813
313	916.4311849
314	914.7903913
315	913.629867
316	912.4725262
317	910.8442977
318	910.7490097
319	909.2682602
320	908.4282734
321	907.215686
322	906.300309
323	904.9357194
324	904.8435266
325	903.8195174
326	903.7296277
327	902.8528672
328	902.1200111
329	900.4318875
330	899.4637027
331	898.3980969
332	897.5057167
333	897.1105309
334	897.024413
335	895.8608847
336	895.7291026
337	894.9332768
338	893.6375985
339	892.471844
340	891.8481031
341	890.8803197
342	890.0008579
343	888.5784588
344	887.7059869
345	886.9608726
346	885.9661654
347	884.6702217
348	884.5436236
349	884.0458754
350	882.7992629
351	881.9157623
352	881.3721563
353	880.0236229
354	878.9062559
355	878.3368716
356	878.2566461
357	876.9833992
358	876.9052055
359	876.8290222
360	874.778343
361	873.9265696
362	873.084673
363	872.1625638
364	872.0719881
365	871.6170258
366	871.0173575
367	870.9456149
368	869.1603762
369	868.0269162
370	867.3750473
371	867.2834164
372	865.4727542
373	864.5453484
374	863.5284209
375	862.4945036
376	862.0997736
377	860.7409065
378	859.3275495
379	858.1686134
380	857.5950427
381	856.8988322
382	855.552792
383	854.5774836
384	853.6698079
385	852.9564667
386	852.0781688
387	851.7017755
388	850.9687705
389	850.1044397
390	849.4960166
391	848.7131387
392	848.1645055
393	847.5323258
394	846.9739731
395	846.3937479
396	845.606082
397	844.7885918
398	843.9625396
399	842.6361744
400	841.3487353
401	840.1950415
402	839.2076708
403	837.9382378
404	837.4348378
405	836.8564793
406	835.8828024
407	835.3401609
408	834.3856386
409	833.5759962
410	832.8144351
411	832.1231134
412	831.7809463
413	830.917286
414	830.4786068
415	829.5920976
416	828.6476514
417	827.9709177
418	827.2655006
419	826.0572572
420	825.213081
421	824.371332
422	823.3165183
423	822.7107195
424	822.0797859
425	822.0013122
426	821.2653468
427	820.4904597
428	820.1626425
429	819.368476
430	818.8080487
431	817.9430851
432	817.1320178
433	816.6016807
434	816.010123
435	815.9366973
436	815.8575337
437	815.3860855
438	814.8196942
439	814.3464461
440	814.0566933
441	813.552669
442	813.3724904
443	812.7570061
444	811.9448058
445	811.4606679
446	810.9690565
447	810.265831
448	810.2043964
449	809.4105715
450	809.3000485
451	808.7553957
452	808.0890904
453	807.5353281
454	806.8310369
455	806.3614699
456	805.5209827
457	805.0977938
458	804.9099796
459	804.0409205
460	803.4343402
461	803.0985356
462	802.2208951
463	801.5523502
464	801.0257984
465	800.2119394
466	799.4495611
467	798.6913332
468	798.0031992
469	797.5328074
470	797.0118265
471	796.3556802
472	795.4619898
473	795.0413837
474	794.6091374
475	794.2890258
476	793.9919171
477	793.4489718
478	793.0417815
479	792.6900318
480	792.6336729
481	792.1276757
482	791.6169572
483	791.0269976
484	790.8112502
485	790.4417203
486	790.2062789
487	789.7571243
488	789.7029293
489	789.0726654
490	788.8514097
491	788.2656621
492	787.8618568
493	787.3458659
494	786.8546359
495	786.3229271
496	785.9571088
497	785.161535
498	784.7641199
499	784.3704495
500	784.0025793
501	783.6536885
502	783.5907604
503	783.5297644
504	782.8182608
505	782.2961298
506	782.0562027
507	781.7380011
508	781.0662801
509	779.9583893
510	779.6682552
511	779.3684237
512	778.9237282
513	778.6232149
514	778.2692532
515	777.7224096
516	776.9926788
517	776.6795618
518	776.0841828
519	775.8803467
520	775.57627
521	775.1450041
522	774.3655889
523	773.9620225
524	773.535611
525	773.2084082
526	773.086432
527	772.5160309
528	771.9403225
529	771.895446
530	771.6627898
531	771.3483381
532	770.7356609
533	770.2023048
534	769.6003075
535	769.3107792
536	768.7862496
537	768.4733409
538	768.1304123
539	767.4694005
540	767.0504918
541	766.7078151
542	766.2712751
543	766.0077977
544	765.5429506
545	765.1999536
546	764.7423257
547	764.2836137
548	763.851212
549	763.2193245
550	762.9010725
551	762.5790068
552	762.3720508
553	762.0306774
554	761.4364823
555	761.1829087
556	760.7721404
557	760.3578653
558	760.0931536
559	760.0413346
560	759.7951055
561	759.6193765
562	758.7994869
563	758.7491406
564	758.7011522
565	758.4444805
566	757.8879816
567	757.599581
568	757.2787667
569	756.6719605
570	756.1298672
571	756.072175
572	755.955452
573	755.3481566
574	755.1727328
575	754.8726911
576	754.6997995
577	754.4781401
578	754.1353749
579	753.6898078
580	752.8902987
581	752.6217817
582	752.4149006
583	751.9164529
584	751.430758
585	750.9945003
586	750.7930418
587	750.2074453
588	749.824878
589	749.7780945
590	749.3742638
591	749.1003862
592	748.8580888
593	748.3598476
594	748.3047573
595	748.2600401
596	747.9839524
597	747.6908714
598	747.6382447
599	747.444159
600	747.2622255
601	747.2078209
602	746.8944324
603	746.3939107
604	746.2190104
605	745.9826723
606	745.7690007
607	745.4665989
608	745.1774606
609	744.8513466
610	744.8095356
611	744.7690525
612	744.4531217
613	743.9097638
614	743.676703
615	743.3901275
616	743.0846515
617	743.037357
618	742.9914978
619	742.448564
620	741.957063
621	741.7739945
622	741.6132959
623	741.5753874
624	741.1158355
625	741.0389228
626	740.7588163
627	740.7103179
628	740.6633258
629	740.5028674
630	739.9413009
631	739.7163699
632	739.4127869
633	739.3780308
634	739.343616
635	739.1571749
636	738.8938373
637	738.8534009
638	738.3562482
639	737.8967173
640	737.8577216
641	737.4044339
642	737.075297
643	736.7327553
644	736.2727889
645	735.4261779
646	735.151107
647	734.7926495
648	733.9302344
649	733.7799496
650	733.6061153
651	733.2391713
652	733.2080075
653	732.4519701
654	732.1279504
655	731.7984506
656	731.7676319
657	731.2604865
658	730.9738136
659	730.7075541
660	730.3919393
661	729.8548501
662	729.8250247
663	729.5562132
664	729.4045991
665	729.082186
666	728.7473212
667	728.6227586
668	727.8718015
669	727.4135868
670	727.3849274
671	726.8853199
672	726.6613741
673	726.4517758
674	726.1164842
675	725.8953361
676	725.7253518
677	725.6868549
678	725.5456237
679	725.3908353
680	725.0596764
681	725.0223949
682	724.9862731
683	724.5459946
684	724.440809
685	724.2888826
686	724.2538545
687	724.1136767
688	723.9739299
689	723.9495653
690	723.8371814
691	723.482839
692	723.2364648
693	722.7726965
694	722.4511357
695	722.4277038
696	722.2859022
697	722.1354539
698	721.8239866
699	721.6331838
700	721.4248591
701	721.2754016
702	721.2537142
703	721.0541537
704	720.5289062
705	720.0314911
706	719.7337287
707	719.455988
708	718.989294
709	718.7080535
710	718.1772708
711	717.4348241
712	717.3053168
713	717.0836676
714	716.9302693
715	716.9102613
716	716.399657
717	716.1549219
718	715.6855078
719	715.4896306
720	715.0750674
721	714.8324479
722	714.3626447
723	714.216368
724	714.1960826
725	714.0646449
726	713.9606173
727	713.6958158
728	713.5030179
729	712.9048549
730	712.7175185
731	712.6477448
732	712.1668417
733	712.1468413
734	711.9437848
735	711.6659376
736	711.2471974
737	711.2280454
738	710.8424784
739	710.4300975
740	710.3223793
741	710.1494016
742	710.0267769
743	709.6156743
744	709.2699461
745	708.8795136
746	708.6891582
747	708.475561
748	708.3469412
749	708.0479318
750	707.5870157
751	707.3771999
752	707.1511565
753	706.7396606
754	706.3978854
755	705.9992113
756	705.4821022
757	705.384821
758	705.3039059
759	705.1880193
760	704.8691616
761	704.4700449
762	704.2827867
763	703.5852971
764	703.3120698
765	703.1506087
766	703.0147202
767	702.4612652
768	702.0247466
769	701.620667
770	701.2948348
771	701.1124053
772	700.8768339
773	700.771515
774	700.6032196
775	700.436715
776	700.3097368
777	700.2904117
778	700.0675205
779	699.9023792
780	699.6635357
781	699.4950843
782	699.3678528
783	699.345324
784	699.3234705
785	698.8890088
786	698.8711377
787	698.6685018
788	698.379256
789	698.19227
790	697.8497939
791	697.6459705
792	697.628434
793	697.1241765
794	696.9806782
795	696.3367957
796	696.1352481
797	695.8608825
798	695.6565793
799	695.5846057
800	695.4419809
801	695.0721052
802	694.9219886
803	694.7486162
804	694.4487511
805	694.004879
806	693.3030009
807	693.0898342
808	693.0728353
809	693.0562891
810	692.8400067
811	692.6602989
812	692.644147
813	692.5330298
814	692.3150171
815	692.2238945
816	691.7855647
817	691.664119
818	691.6459083
819	691.2232316
820	691.2084216
821	691.0318199
822	691.0171217
823	690.7619446
824	690.6644841
825	689.9568095
826	689.6676747
827	689.5816726
828	689.4724639
829	689.2913944
830	689.1363747
831	688.9373319
832	688.7684733
833	688.0451137
834	687.6475552
835	687.4883648
836	687.3604572
837	687.0258985
838	686.5213367
839	686.3761539
840	686.3598529
841	686.2185151
842	686.1603177
843	685.906221
844	685.892463
845	685.8800288
846	685.7994784
847	685.7870063
848	685.5871149
849	685.574397
850	685.4985363
851	685.4522923
852	685.3337328
853	685.0877987
854	684.9092656
855	684.0539737
856	683.7884285
857	683.4925907
858	683.1263211
859	682.9419421
860	682.929312
861	682.6629259
862	682.4887667
863	682.1349079
864	681.9929915
865	681.7144395
866	681.7020994
867	681.2085475
868	681.1978447
869	681.0712948
870	680.8915663
871	680.6349503
872	680.5252361
873	680.2940423
874	679.9907155
875	679.9267404
876	679.4453502
877	678.964475
878	678.8988975
879	678.8881946
880	678.6904095
881	678.6136288
882	678.2410991
883	678.0421345
884	678.0046955
885	677.9858281
886	677.8094944
887	677.6321098
888	677.4754872
889	677.191743
890	677.0496057
891	677.0408047
892	676.9763643
893	676.808147
894	676.6186494
895	676.3236593
896	676.1574135
897	676.0354682
898	675.9320697
899	675.6322427
900	675.4259947
901	675.2995215
902	674.8246446
903	674.7537643
904	674.5882274
905	674.4511023
906	674.2018185
907	673.8768081
908	673.598206
909	673.4187033
910	673.371696
911	673.2942298
912	673.1477138
913	673.0891043
914	673.0799385
915	672.8102844
916	672.6749222
917	672.0612058
918	671.8844736
919	671.8738333
920	671.6652674
921	671.6552575
922	671.634514
923	671.2753056
924	671.1549241
925	671.1465183
926	670.771349
927	670.5050503
928	670.1516147
929	670.1036805
930	670.094727
931	669.804834
932	669.7968379
933	669.6622914
934	669.6547237
935	669.6199817
936	669.2994143
937	669.0789502
938	668.9991816
939	668.9912596
940	668.5868185
941	668.5786038
942	668.5281163
943	668.281129
944	668.0352346
945	667.841383
946	667.6851089
947	667.6669754
948	667.6237187
949	667.378952
950	667.0821458
951	666.8520635
952	666.5183612
953	666.2465104
954	666.2397301
955	665.9619801
956	665.9546275
957	665.6721973
958	665.6649713
959	665.3479461
960	665.2237921
961	664.9056355
962	664.6778142
963	664.6011912
964	664.3849849
965	664.199732
966	663.9915218
967	663.7056159
968	663.6988888
969	663.4669766
970	663.2731342
971	663.26662
972	663.0107819
973	662.8584421
974	662.6438279
975	662.4166295
976	662.2081794
977	661.9145963
978	661.686655
979	661.5042133
980	661.3056488
981	661.017328
982	660.8912526
983	660.863371
984	660.5615805
985	660.3013892
986	660.1238962
987	659.8589426
988	659.5852381
989	659.33954
990	659.17677
991	659.0229109
992	658.8773583
993	658.7739048
994	658.6357245
995	658.3037073
996	658.0821628
997	657.8364102
998	657.7159377
999	657.5979519
